Created,GPS,DC Latitude,Model,POST ID
2021:01:06 22:31:01,"39 deg 58' 40.80"" N, 76 deg 49' 43.32"" W",FALSE,iPhone 8 Plus,dZmP6VGe68fE
2021:01:06 21:14:50,null,FALSE,null,DZnHcgmn3Cj8
2021:01:06 07:17:32,null,FALSE,null,DzpNXjI8bU4x
2021:01:06 19:17:42,null,FALSE,null,DzS08NK6ru0I
2021:01:06 19:41:33,null,FALSE,iPhone 8,dzt4Jg2RCUDX
2021:01:06 00:22:25,null,FALSE,iPhone SE (1st generation),e02OaCclWkDt
2021:01:06 20:10:38,null,FALSE,iPhone 6s,e0Ac4yZpDoxR
2021:01:06 21:48:14,null,FALSE,null,E0fWxvo3KnJg
2021:01:06 22:47:47,null,FALSE,iPhone 11 Pro Max,e0m8ydnNoq5B
2021:01:06 05:35:54,null,FALSE,null,E0rscwe3MKkh
2021:01:06 07:37:44,"32 deg 55' 1.20"" N, 96 deg 45' 3.24"" W",FALSE,iPhone 8 Plus,e0v5HKEARNiK
2021:01:06 20:17:42,null,FALSE,null,E0YP4EDIi9Yy
2021:01:06 21:31:08,null,FALSE,null,e13aaCc6LDgL
2021:01:06 19:04:42,null,FALSE,iPhone SE (2nd generation),E16JgW3XIPsb
2021:01:06 01:04:19,null,FALSE,null,E1CkuMU9pkxx
2021:01:06 19:34:10,null,FALSE,iPhone XR,E1DDAsSwRNIV
2021:01:06 02:43:42,null,FALSE,iPhone SE (2nd generation),e1Iwf6p4VvQh
2021:01:06 18:03:42,null,FALSE,null,e1p59Dw4C1cw
2021:01:06 18:03:09,null,FALSE,null,E1Qf1LYKOVMH
2021:01:06 03:31:22,null,FALSE,null,e2cjTKMrgJoR
2021:01:06 16:57:16,null,FALSE,null,e2GWogQkWVBZ
2021:01:06 13:06:54,null,FALSE,null,E2Y0XR1hJSMk
2021:01:06 03:23:59,null,FALSE,null,E30phX7k0bxs
2021:01:06 18:26:53,null,FALSE,null,e32YOKJa58VX
2021:01:06 19:19:40,null,FALSE,iPhone 7,E4ARv9tTYfNb
2021:01:06 00:45:56,"37 deg 46' 42.24"" N, 121 deg 7' 28.20"" W",FALSE,iPhone 11,E4cPt2xeg92h
2021:01:06 22:08:10,null,FALSE,null,E4IrcqVcwauK
2021:01:06 19:34:09,"37 deg 1' 59.16"" N, 122 deg 1' 40.80"" W",FALSE,iPhone 11 Pro Max,e4R4DUm1VOne
2021:01:06 01:22:01+01:00,null,FALSE,null,e4THNakWRm1y
2021:01:06 03:13:18,null,FALSE,null,E5BBMK6XMEXG
2021:01:06 17:36:04-08:00,null,FALSE,null,E5HqScij6aDQ
2021:01:06 05:03:18,null,FALSE,null,E5jBUJV5DtbX
2021:01:06 04:25:55,null,FALSE,null,e5K5gNwgWyAO
2021:01:06 19:20:39,"34 deg 10' 5.88"" N, 119 deg 11' 35.88"" W",FALSE,iPhone 7,e5KBb5jm5Uwf
2021:01:06 03:31:20,null,FALSE,null,E5Q6gcsDKkzO
2021:01:06 07:39:46,null,FALSE,iPhone 12 Pro Max,e5SuxqXH73t7
2021:01:06 00:20:18,null,FALSE,iPhone XR,e5UPHE0uClqH
2021:01:06 00:25:46,null,FALSE,null,E5Wswo2iHCVs
2021:01:06 19:51:18,"41 deg 52' 22.80"" N, 71 deg 27' 31.68"" W",FALSE,iPhone XR,e5xMUGf6AhnB
2021:01:06 15:33:46,null,FALSE,null,E64t62VpyR1x
2021:01:06 09:30:20,null,FALSE,null,E66B7BzRLQVi
2021:01:06 19:15:08,null,FALSE,null,e6AYVRsQP3Ey
2021:01:06 19:35:34,"46 deg 27' 27.72"" N, 90 deg 10' 15.60"" W",FALSE,null,e6JqndKB4XPU
2021:01:06 17:49:02,null,FALSE,null,e6LS8AORO5Ev
2021:01:06 03:00:53,null,FALSE,null,E6NqbBzkIJkL
2021:01:06 04:10:07,null,FALSE,null,e6RcgnBTu0Jn
2021:01:06 20:44:38,null,FALSE,null,e75gqvprXhSg
2021:01:06 19:47:40,null,FALSE,null,e7EjS5bAda6h
2021:01:06 19:11:55,null,FALSE,null,E7iRO2N9W1FW
2021:01:06 21:02:55,null,FALSE,null,e7mK0mmc41hy
2021:01:06 20:19:15,null,FALSE,iPhone 11 Pro Max,e7PtcjKn9eTD
2021:01:06 07:57:58,null,FALSE,null,E8aycMYL2WS3
2021:01:06 06:05:54,null,FALSE,null,e8FJvkJMlIEA
2021:01:06 11:28:18,null,FALSE,null,e8JINaw7ItP4
2021:01:06 11:27:24-05:00,null,FALSE,null,e8OAQRPZxM9d
2021:01:06 21:17:02,null,FALSE,null,e8P2FOvNMi3Z
2021:01:06 14:43:36,"42 deg 40' 1.20"" N, 23 deg 16' 49.44"" E",FALSE,null,e8zK8H0TDP2b
2021:01:06 21:17:22,null,FALSE,null,E9bqJWu2jJRO
2021:01:06 13:18:33-08:00,null,FALSE,null,e9dpEdm11sHu
2021:01:06 17:02:39,null,FALSE,null,e9dsg3lE5lCs
2021:01:06 20:21:54-05:00,null,FALSE,null,E9uBVlhYSGT1
2021:01:06 04:27:25,null,FALSE,null,e9wqSmKf7vjv
2021:01:06 05:13:50,null,FALSE,null,EabpbdLGYTeL
2021:01:06 16:12:08,null,FALSE,iPhone 11,EaDl7uushlVi
2021:01:06 12:58:56,null,FALSE,null,Eaeii6s5Rv6y
2021:01:06 22:29:15,null,FALSE,null,EAH5uPkB7i1H
2021:01:06 04:29:34,null,FALSE,null,EAu52T3TF3gw
2021:01:06 23:23:36,"32 deg 32' 11.04"" N, 84 deg 53' 20.40"" W",FALSE,null,eaXl51gk5Es0
2021:01:06 14:52:03,null,FALSE,null,EBAHdxSadAdc
2021:01:06 21:58:49,null,FALSE,null,EbIaZP5TX6In
2021:01:06 20:00:14,null,FALSE,null,ebKjdbGQR8by
2021:01:06 04:52:52,null,FALSE,null,EBOrGw0O48s2
2021:01:06 20:55:51,null,FALSE,null,EBrOJGtsqFnr
2021:01:06 16:37:46,null,FALSE,null,EBtGq6yEEdZ1
2021:01:06 15:32:54,null,FALSE,null,EBtxYmF6J1H4
2021:01:06 19:32:46,null,FALSE,iPhone X,EbWtApwsNVHB
2021:01:06 21:07:17,null,FALSE,null,ebWXJbjHsv9p
2021:01:06 02:29:04,null,FALSE,null,ec0pU8uV4TRj
2021:01:06 20:16:23,null,FALSE,null,ecBZ54bodfKw
2021:01:06 00:54:05,null,FALSE,null,eCcifXOBGvix
2021:01:06 03:09:23,null,FALSE,null,eceBiv9qYKvy
2021:01:06 17:13:16,null,FALSE,null,ECEfvkA2PIEg
2021:01:06 19:32:11,null,FALSE,null,ecGtYQnRtt75
2021:01:06 05:26:33,null,FALSE,null,ECmoMtNlC7rL
2021:01:06 03:45:29,null,FALSE,null,EcP66wT2lPXJ
2021:01:06 21:57:41,null,FALSE,null,ECr9SD7HL6fF
2021:01:06 03:09:22,null,FALSE,null,ECw2aEctL8AR
2021:01:06 03:03:37,null,FALSE,iPhone 12 Pro Max,Ecysz3XjSg3r
2021:01:06 21:32:53,null,FALSE,null,ED059JnnBpWi
2021:01:06 04:47:43,null,FALSE,null,edA08iLTddDA
2021:01:06 18:10:57,null,FALSE,null,eDbOmEK3dEXY
2021:01:06 14:49:32,null,FALSE,null,EdE0akVk4QrJ
2021:01:06 03:02:29,null,FALSE,null,EDGFRqv30Iqe
2021:01:06 02:41:03,null,FALSE,null,edHlYdh1cwQw
2021:01:06 07:27:01,null,FALSE,null,EdmnVA5DO77L
2021:01:06 18:27:15,null,FALSE,null,EDsfEEVzD3hJ
2021:01:06 19:02:43,null,FALSE,null,edUNU1Wprv5L
2021:01:06 20:32:05,null,FALSE,null,Ee2OTebUQrvf
2021:01:06 23:32:12,null,FALSE,null,ee3d5n6m4urz
2021:01:06 20:01:53,null,FALSE,null,eE55RFVbSHt6
2021:01:06 01:13:05,null,FALSE,null,ee6bfU6R2lCR
2021:01:06 18:35:17,null,FALSE,null,eeBu6AJLWhOP
2021:01:06 08:15:20,null,FALSE,null,eEDK0jwP3VrL
2021:01:06 04:53:04,null,FALSE,Canon PowerShot SX530 HS,EeG1x7l6Mod5
2021:01:06 12:30:21,null,FALSE,null,EEj8Hs7lpubl
2021:01:06 16:56:54,null,FALSE,iPhone 11 Pro Max,EEQ4X1qWguaC
2021:01:06 01:52:27,null,FALSE,null,EeT8RIdMhGKE
2021:01:06 17:59:27,null,FALSE,null,EEY0pOJr724x
2021:01:06 03:29:50,null,FALSE,null,eeYMDb9rlghl
2021:01:06 03:09:30,null,FALSE,null,ef0914iRBA9P
2021:01:06 21:24:48,null,FALSE,iPhone 8 Plus,EfB4wUf9lRjI
2021:01:06 18:38:44,"41 deg 34' 49.08"" N, 88 deg 2' 14.28"" W",FALSE,iPhone 12 Pro Max,EFc0aLv5h3np
2021:01:06 18:57:30,null,FALSE,null,eFllGjTG5j1U
2021:01:06 19:50:39,"29 deg 29' 56.04"" N, 98 deg 27' 29.52"" W",FALSE,iPhone 12 Pro,efnTR2wyC54q
2021:01:06 22:19:40,"40 deg 44' 43.08"" N, 73 deg 15' 31.68"" W",FALSE,iPhone 7 Plus,efSdKviAtFOz
2021:01:06 21:17:22,null,FALSE,null,efYJD1F2dsUr
2021:01:06 20:26:27,null,FALSE,null,EfZwxWCGA1j3
2021:01:06 23:53:09,null,FALSE,iPhone 8,Eg6bJm9bW4wV
2021:01:06 17:53:07,null,FALSE,null,EG7YjrIPITNg
2021:01:06 20:39:56,null,FALSE,null,EGeMYc5jIcUo
2021:01:06 17:21:27,"41 deg 19' 28.92"" N, 88 deg 8' 49.92"" W",FALSE,iPhone 11 Pro Max,egGDZHo8Grx5
2021:01:06 04:21:27,null,FALSE,iPhone XR,EGiyDHTdpFbY
2021:01:06 04:08:46,"33 deg 52' 3.00"" S, 151 deg 12' 41.76"" E",FALSE,iPhone SE (2nd generation),Egs4YM8l6LOb
2021:01:06 16:36:24,null,FALSE,null,eGXn6WiF8tip
2021:01:06 23:29:06,null,FALSE,null,eGXsvihfPxyD
2021:01:06 03:33:54,"33 deg 52' 23.16"" S, 151 deg 12' 36.00"" E",FALSE,iPhone SE (2nd generation),EGyfWudnxek4
2021:01:06 19:58:12,null,FALSE,null,eh6yjJ9RPw6f
2021:01:06 15:16:28,null,FALSE,null,EhBoeaTamBO5
2021:01:06 19:34:00,null,FALSE,iPhone SE (2nd generation),EHclAMz0pBVX
2021:01:06 21:22:15,null,FALSE,iPhone 7,eHCrsiGUVefR
2021:01:06 02:35:42,"38 deg 51' 29.88"" N, 77 deg 3' 10.80"" W",FALSE,iPhone 12 Pro Max,EHhVyoV1ErjW
2021:01:06 05:15:42,null,FALSE,null,ehPFPFdUJ7MG
2021:01:06 11:33:24,null,FALSE,iPhone 11 Pro,EhwrSHAW6PsI
2021:01:06 17:17:07,null,FALSE,null,Eilo6wY3sHn8
2021:01:06 21:20:27,null,FALSE,null,EIqWAddQafqP
2021:01:06 12:49:38,null,FALSE,NIKON D850,EiRxCW0wkwqu
2021:01:06 21:02:49,null,FALSE,null,eiRZVUUO5LnH
2021:01:06 14:14:50,null,FALSE,null,EIUObB1MplOF
2021:01:06 19:54:51,null,FALSE,null,eIUUkCWT22gN
2021:01:06 13:55:20,null,FALSE,null,EIvw3aupxAS0
2021:01:06 18:58:52,null,FALSE,iPhone 11 Pro Max,ejcltpdaWyHm
2021:01:06 21:31:46,null,FALSE,null,eJIm5DwxBwL3
2021:01:06 16:32:53-06:00,null,FALSE,null,EjkeA49Sv4TP
2021:01:06 22:34:33,null,FALSE,null,EjsAr55d9tg0
2021:01:06 16:46:33,null,FALSE,null,EjV8PfRTI5Dt
2021:01:06 05:13:50,null,FALSE,null,eJVNgt5KABxY
2021:01:06 13:40:35,null,FALSE,iPhone 11 Pro,ejyW1MFQlgzp
2021:01:06 13:42:42,null,FALSE,null,EK0b1nxHAVn5
2021:01:06 16:03:17,null,FALSE,iPhone XR,EK7eI3t03xJL
2021:01:06 23:44:42,"26 deg 20' 2.40"" N, 80 deg 17' 41.64"" W",FALSE,iPhone X,EKAS4EFFq5hS
2021:01:06 19:16:54,null,FALSE,null,ekCzB4hhkV43
2021:01:06 02:29:51,null,FALSE,null,EkDohu7jNGIF
2021:01:06 17:14:12,null,FALSE,iPhone XS,EKdY8DYVliIx
2021:01:06 22:24:50,null,FALSE,null,EkInYNTiKY4a
2021:01:06 02:55:21,null,FALSE,iPhone 11 Pro Max,eKj5yywy9WJH
2021:01:06 19:54:53,null,FALSE,null,EKJUqOm2Pueu
2021:01:06 12:06:49,null,FALSE,null,eKugxioTGvmI
2021:01:06 19:15:08,null,FALSE,null,EkvWNTWztSts
2021:01:06 23:22:34,null,FALSE,null,eKyx3p883sNM
2021:01:06 20:35:53,null,FALSE,null,El3Q65cOtjQs
2021:01:06 21:23:20,null,FALSE,iPhone 6s Plus,el4Y8nFQA8Gg
2021:01:06 18:34:17,null,FALSE,null,EldVit1bn1P7
2021:01:06 02:03:07,null,FALSE,iPhone 11,elEfeJAFcCv6
2021:01:06 18:19:02,null,FALSE,null,ELhWWLSEAE2e
2021:01:06 05:33:41,null,FALSE,null,EliuNgVUpKB2
2021:01:06 16:03:11,null,FALSE,iPhone 12 Pro Max,eLj9XyhQjzPK
2021:01:06 02:03:02,null,FALSE,null,ELJFMSYQ32wZ
2021:01:06 20:11:42,"33 deg 23' 45.96"" N, 111 deg 47' 1.32"" W",FALSE,iPhone 11,ElKLoIc7uC10
2021:01:06 18:10:28,null,FALSE,null,ellqL9DdWYxF
2021:01:06 07:58:56,null,FALSE,null,ELMTqeMmx5UT
2021:01:06 14:23:24,null,FALSE,null,ELQcJ9eLigGT
2021:01:06 02:35:46,"36 deg 50' 28.32"" N, 76 deg 7' 13.44"" W",FALSE,iPhone XS Max,elQitHVCvPU1
2021:01:06 22:59:16,null,FALSE,null,em10h2Rvm43d
2021:01:06 05:12:54,"34 deg 40' 7.68"" N, 118 deg 8' 43.80"" W",FALSE,iPhone 8,EMiJ5SRENgyA
2021:01:06 22:24:50,null,FALSE,null,EMiLIfVLEG9O
2021:01:06 22:11:47,null,FALSE,null,EMlExhGlknvy
2021:01:06 01:33:47,null,FALSE,null,EMoKfFQh2O3e
2021:01:06 09:00:18,null,FALSE,null,eMX9pMrkMzP7
2021:01:06 19:37:14,null,FALSE,null,EMXIrta3RCcB
2021:01:06 19:57:27,null,FALSE,iPhone 7 Plus,eN1OdOtk09Pa
2021:01:06 05:43:08,null,FALSE,iPhone SE (2nd generation),enCbDFnu9E8L
2021:01:06 22:22:01,null,FALSE,null,EnkG8HcG2bTE
2021:01:06 14:02:42,null,FALSE,null,ENleVJ2fNfBa
2021:01:06 01:21:33,null,FALSE,null,enS755WhUuVc
2021:01:06 20:10:32,null,FALSE,iPhone 7,EoIJevJKYCbZ
2021:01:06 23:04:38,null,FALSE,null,eOqtfPyfGe4f
2021:01:06 18:27:39,null,FALSE,iPhone 11,eoR4qGYVMn9c
2021:01:06 11:10:20,null,FALSE,null,eORt7IIdav17
2021:01:06 15:31:21,null,FALSE,null,eOuzURoPmimV
2021:01:06 20:24:40,null,FALSE,null,eoyI5B9cz0bB
2021:01:06 16:54:24,null,FALSE,iPhone SE (2nd generation),EP13oDWaIQQM
2021:01:06 22:09:30,null,FALSE,null,Ep57wZYGm5Y3
2021:01:06 19:25:23,null,FALSE,iPhone 11,ePa4YHdbXLyJ
2021:01:06 20:09:13,null,FALSE,iPhone XS Max,EpEih2DNCFgr
2021:01:06 21:25:19,null,FALSE,iPhone 6s,epf6uTilBElo
2021:01:06 19:45:26,null,FALSE,null,EPif69HpPhIB
2021:01:06 15:04:21+01:00,null,FALSE,null,epiZ22gC36iX
2021:01:06 20:32:56,null,FALSE,null,epKE2CdKzZw8
2021:01:06 22:14:39,null,FALSE,null,EpOPrX1sqHPE
2021:01:06 13:42:28,null,FALSE,null,EpPe6ksaiwdZ
2021:01:06 03:54:13,null,FALSE,null,EPsF4Zcl0nfr
2021:01:06 19:12:46,null,FALSE,null,EpuPuGYqykGJ
2021:01:06 16:11:05,null,FALSE,null,EPV8tXnRTt0P
2021:01:06 12:51:04,null,FALSE,null,ePZOlUMhU2ev
2021:01:06 20:02:14,null,FALSE,null,EQ1Q9A6f7ZvS
2021:01:06 20:02:38,null,FALSE,iPhone 11 Pro Max,eq9O4Lrf2zXM
2021:01:06 20:00:14,null,FALSE,null,eQaGjnMqTvs4
2021:01:06 15:15:57,null,FALSE,null,eqBFfsbAK5qj
2021:01:06 14:17:02,null,FALSE,null,EqFD9LMGwhIg
2021:01:06 21:33:11,null,FALSE,null,EqkiByNdi5xt
2021:01:06 05:26:28,null,FALSE,null,EQNu3soeBJmG
2021:01:06 22:42:17,null,FALSE,null,Eqorw2T3HwQk
2021:01:06 20:17:25,null,FALSE,iPhone XR,EQrWH3wl2vOE
2021:01:06 05:36:50,null,FALSE,null,eQVlz211jwy8
2021:01:06 01:17:27,null,FALSE,null,eR11X1L3aeJQ
2021:01:06 18:33:10,null,FALSE,null,Eraxk5n2IGZc
2021:01:06 20:16:23,null,FALSE,null,eReKuM35E0as
2021:01:06 18:19:41,null,FALSE,iPhone 6s Plus,eRNDNLnWG44y
2021:01:06 20:16:47,null,FALSE,iPhone 8,eRpYxqty92xz
2021:01:06 21:32:37,null,FALSE,null,ErrPKEC6X3d0
2021:01:06 19:23:36,null,FALSE,iPhone 7,ERWbXuc6ES8m
2021:01:06 20:02:35,"36 deg 2' 29.40"" N, 86 deg 43' 26.40"" W",FALSE,iPhone 7,erxasZSqhc3K
2021:01:06 14:47:10,null,FALSE,iPhone 7,eRXM3R4Xv2xc
2021:01:06 20:04:20,null,FALSE,null,ES4G83ydepz9
2021:01:06 22:07:51,null,FALSE,null,eSGL7ObGnffH
2021:01:06 15:08:47,null,FALSE,null,eSLadquvtnNn
2021:01:06 21:32:53,null,FALSE,null,EsoR6ci5TM0A
2021:01:06 06:23:56,null,FALSE,null,ESpJTmZRjb6B
2021:01:06 20:30:12,null,FALSE,iPhone 11,eT7W9QJExPJp
2021:01:06 20:04:29,null,FALSE,null,ETk3K1z7EkmC
2021:01:06 04:59:36,null,FALSE,null,etPvmsoIXnub
2021:01:06 14:43:36,"42 deg 40' 1.20"" N, 23 deg 16' 49.44"" E",FALSE,null,Etr65Tvy7POT
2021:01:06 21:06:19,null,FALSE,iPhone X,etu69qitR5Tp
2021:01:06 01:33:33,null,FALSE,null,ETusn86QDpKQ
2021:01:06 11:58:07,null,FALSE,iPhone 11,eTVsNIaTaO8V
2021:01:06 19:58:47,null,FALSE,null,ETwM7HYSBoxS
2021:01:06 22:00:37,null,FALSE,null,eu797P2bXMAp
2021:01:06 21:13:48,null,FALSE,null,EUkExokyVL3I
2021:01:06 16:08:19,null,FALSE,null,eurIKODjz2kS
2021:01:06 19:47:04,null,FALSE,iPhone 7,EUxuCeyr4rBN
2021:01:06 15:04:42,null,FALSE,null,eUYdRtf4svKQ
2021:01:06 21:56:22,null,FALSE,null,EV9woeb0aAfp
2021:01:06 18:43:58,null,FALSE,null,evci0RUdNEyn
2021:01:06 18:13:17,"40 deg 51' 28.80"" N, 73 deg 55' 51.24"" W",FALSE,iPhone X,EvIi6eRmL2th
2021:01:06 21:09:23,"40 deg 19' 10.92"" N, 79 deg 54' 23.40"" W",FALSE,iPad (6th generation),eVMTk3Y2VIhK
2021:01:06 18:50:08,null,FALSE,null,eVQjTg2ivk08
2021:01:06 19:44:23,null,FALSE,null,EVTLG2XVawX9
2021:01:06 23:32:00,null,FALSE,null,eVxuN6pL0gIS
2021:01:06 19:55:31,null,FALSE,iPhone 11,EW23hIvxN2Tv
2021:01:06 21:17:22,null,FALSE,null,ew9uahX6zCJ5
2021:01:06 22:06:48,null,FALSE,null,EwAfgP9hZqS9
2021:01:06 01:39:13,null,FALSE,null,ex269m6P0l6e
2021:01:06 09:32:10,null,FALSE,null,EX41vaNx6fLU
2021:01:06 20:16:23,null,FALSE,null,ExasNrQpFsCO
2021:01:06 13:09:09,null,FALSE,null,ExcrB5Jw5Zu8
2021:01:06 18:12:27,null,FALSE,null,EXkW6L5YzUre
2021:01:06 01:37:20,null,FALSE,null,EXmU2yBlakm2
2021:01:06 19:32:39,null,FALSE,iPhone 7 Plus,exOCEQ2fKVO4
2021:01:06 23:55:16,null,FALSE,null,eXp17gkGi0Iq
2021:01:06 19:57:27,null,FALSE,iPhone 7 Plus,eXwgRz4aVuc4
2021:01:06 21:23:20,"31 deg 47' 16.44"" N, 89 deg 2' 19.68"" W",FALSE,iPhone SE (2nd generation),ExWmmWp1uvS6
2021:01:06 20:33:47,null,FALSE,null,Ey1W3p6rPSZi
2021:01:06 21:52:50,null,FALSE,iPhone XR,EY20TRIBi1rP
2021:01:06 21:05:30,null,FALSE,null,EY3CSaV3lo9S
2021:01:06 09:42:59,null,FALSE,null,eY4n6Kgs22gA
2021:01:06 19:36:54,null,FALSE,null,ey5692W1wT7z
2021:01:06 20:42:41,null,FALSE,null,EyHWFkEmbpDw
2021:01:06 13:13:32,null,FALSE,null,EyI6lKhi410y
2021:01:06 19:26:51,null,FALSE,null,eYjljSz115p7
2021:01:06 20:49:11,null,FALSE,null,Eykf1TLrK84J
2021:01:06 12:28:47,null,FALSE,null,EYO4N0FPW48Q
2021:01:06 21:48:33,null,FALSE,null,eYQdK21D7PAp
2021:01:06 20:16:43,null,FALSE,null,EYrsme6cDDnS
2021:01:06 18:27:15,null,FALSE,null,EyT1nqedxq5u
2021:01:06 21:48:57,null,FALSE,null,eZ1YQqNh1i2R
2021:01:06 20:02:11,null,FALSE,iPhone 11 Pro Max,eZ5cXMMDYEoD
2021:01:06 18:27:15,null,FALSE,null,ez6q9JLJwuS0
2021:01:06 03:23:17,null,FALSE,null,ezC6y2jgioAb
2021:01:06 19:31:49,null,FALSE,null,ezfD9cBZVZbP
2021:01:06 04:44:35,null,FALSE,null,ezj2ncfwF3DE
2021:01:06 03:33:14,null,FALSE,null,EzL9zk0rTYKv
2021:01:06 19:26:56,null,FALSE,iPhone 11,eZnoUtQw7WCo
2021:01:06 20:27:10,null,FALSE,null,EzpHz0DQjnMh
2021:01:06 20:00:14,null,FALSE,null,EZwaRqV8U3yC
2021:01:06 22:57:31,null,FALSE,null,eZxJNBagrRxP
2021:01:06 18:00:58,null,FALSE,iPhone SE (2nd generation),EzzbAaHJ2SBs
2021:01:06 02:55:04,null,FALSE,null,EZzbAbl2BJwM
2021:01:06 21:17:28,null,FALSE,null,f07czayviMk0
2021:01:06 14:44:32,null,FALSE,null,f07xqj9bQgkp
2021:01:06 16:28:07,null,FALSE,null,F0uybw20neZa
2021:01:06 22:04:21,null,FALSE,null,f12DzFZJmXjF
2021:01:06 16:58:51,null,FALSE,iPhone 11 Pro Max,F1asvQtU3UKf
2021:01:06 19:21:46,null,FALSE,null,f1BdDAhLBOnA
2021:01:06 20:27:10,null,FALSE,null,f1rM6R0y5ksq
2021:01:06 23:43:29,null,FALSE,null,F1TqaWBpV7Hx
2021:01:06 05:33:42,null,FALSE,null,f1VKWZOyiRWs
2021:01:06 20:56:09,null,FALSE,null,f1XKDZlRDE78
2021:01:06 13:06:19+01:00,null,FALSE,null,F1xSxAiZBxgi
2021:01:06 19:12:09,null,FALSE,iPhone 11,F2G40kqK0jQ7
2021:01:06 19:22:00,null,FALSE,null,f2IdRLIGSOZ1
2021:01:06 18:50:08,null,FALSE,null,F2RWQTuQr7Fr
2021:01:06 17:34:12,null,FALSE,null,f2vmsyhcGpOh
2021:01:06 14:08:13,null,FALSE,null,f2XhBkc06U2g
2021:01:06 19:39:24,null,FALSE,null,F32eY6X3U0Gj
2021:01:06 19:09:23,null,FALSE,iPhone 11 Pro Max,f3ch62RHQqrn
2021:01:06 23:55:17,"47 deg 32' 18.24"" N, 121 deg 51' 27.72"" W",FALSE,iPhone 6s Plus,F3hyrIEepIEg
2021:01:06 22:46:14,null,FALSE,null,F3ihs09OnI83
2021:01:06 15:33:20,null,FALSE,null,F3iRlFpuwEVw
2021:01:06 16:47:59,null,FALSE,null,F3jVlSqCpzbC
2021:01:06 04:49:52,null,FALSE,null,F41LLQ9xZqj6
2021:01:06 21:37:25,null,FALSE,null,F41YfEJWRICo
2021:01:06 19:13:03,null,FALSE,null,F4o4Ni2IGs3m
2021:01:06 19:14:52,null,FALSE,null,F4XMyLnoAle1
2021:01:06 19:37:06,null,FALSE,null,F4zNKYJfwTH1
2021:01:06 17:57:13,null,FALSE,iPhone SE (2nd generation),f51I2vTKdf3E
2021:01:06 19:12:37,null,FALSE,iPhone 7 Plus,f5dCALOk7Jm2
2021:01:06 17:32:57,null,FALSE,null,F5ecraBAclXr
2021:01:06 18:41:02,"0 deg 0' 0.00"" N, 0 deg 0' 0.00"" E",FALSE,null,F5Po2zSFPxBW
2021:01:06 13:43:10,null,FALSE,null,F5rVdPWROcZC
2021:01:06 05:38:31,null,FALSE,null,F5sCkwjIhpCw
2021:01:06 01:24:14,"41 deg 41' 47.76"" N, 88 deg 14' 16.80"" W",FALSE,iPhone 8,F5ubAfG7CrSk
2021:01:06 19:18:52,null,FALSE,iPhone 11 Pro Max,F64s4Oc1oZot
2021:01:06 19:44:14,null,FALSE,iPhone 6s,f654v10K8p3O
2021:01:06 19:47:02,null,FALSE,null,f658MFug2P9l
2021:01:06 21:29:59,"29 deg 40' 41.88"" N, 95 deg 12' 8.28"" W",FALSE,null,f69hOcN973VN
2021:01:06 10:43:26,null,FALSE,null,F6KyKmx1Vfji
2021:01:06 22:19:02,null,FALSE,iPhone 6s Plus,f6Mkn0ragSp9
2021:01:06 20:27:51,null,FALSE,null,F6qUqDjAVIoq
2021:01:06 04:10:07,null,FALSE,null,F6ZpQsbulgzf
2021:01:06 19:30:16,null,FALSE,null,F7cCya0jdFwb
2021:01:06 21:41:10,null,FALSE,null,f7CkLDvU20Sp
2021:01:06 20:06:11,null,FALSE,iPhone 11 Pro Max,f7eefsjNg9Ff
2021:01:06 04:12:32,null,FALSE,null,F7teoQSsSbeM
2021:01:06 16:57:42,null,FALSE,iPhone 7 Plus,F7z59RRPae1Y
2021:01:06 18:11:47,null,FALSE,iPhone XS Max,f8kzqkVq3goY
2021:01:06 18:23:51,null,FALSE,null,f8Y7vchup6mQ
2021:01:06 20:00:14,null,FALSE,null,f9co7ay1c7ud
2021:01:06 23:19:55,null,FALSE,null,F9I1l7yhA0z1
2021:01:06 23:28:58,null,FALSE,null,F9IxpzSTsFHU
2021:01:06 03:51:18,null,FALSE,iPhone 7 Plus,F9j9l84u4vzw
2021:01:06 18:28:01,null,FALSE,null,Fa5akrU6JgKT
2021:01:06 19:12:16,null,FALSE,iPhone 7,fa5hU88aPvYa
2021:01:06 11:34:45,null,FALSE,null,FA9gc1qrsw8q
2021:01:06 20:37:25,null,FALSE,null,fAAZFT7U9kJb
2021:01:06 21:51:55,null,FALSE,null,FADF77rR15Ik
2021:01:06 21:35:34,null,FALSE,null,faeHlCIgHk9c
2021:01:06 18:31:33,null,FALSE,null,FAfDn0PlR3w3
2021:01:06 20:42:51,null,FALSE,null,Fag0wG6eeMdC
2021:01:06 17:31:11,null,FALSE,null,fAJk5xm6Dpgg
2021:01:06 16:32:53-06:00,null,FALSE,null,fakEsKUsJSAY
2021:01:06 22:30:36,null,FALSE,null,fAl3N2vsavwS
2021:01:06 16:12:20,null,FALSE,null,faPgFB6cuGgl
2021:01:06 06:57:36,null,FALSE,null,FAWRYhxMKSLy
2021:01:06 02:53:44,null,FALSE,null,fb1aVeQkCSkg
2021:01:06 22:51:39,null,FALSE,null,FB4dRynrVuPx
2021:01:06 18:38:31,null,FALSE,iPhone 12 mini,fb8rbDw2E6Jn
2021:01:06 14:16:45,null,FALSE,null,fb8RQbIhpfUA
2021:01:06 19:44:02,null,FALSE,iPhone 8 Plus,fbD6BhgQrbG2
